Identifier,Title,Start date,End date,Number of deaths
IBD031656,"Cult Clash, Bayelsa",2025-02-03,2025-02-03,1
IBD031669,"Hunters vs Herdsmen, Benue",2025-02-03,2025-02-03,3
IBD031654,"Gunmen Attack, Kaduna",2025-02-03,2025-02-03,2
IBD031658,"Auto Crash, FCT (Abuja)",2025-02-03,2025-02-03,3
IBD031645,"Assailants Kills 4, Osun",2025-02-03,2025-02-03,4
IBD031667,"Herdsmen vs Farmers, Benue",2025-02-02,2025-02-02,3
IBD031651,"Auto Crash, Ogun",2025-02-02,2025-02-02,2
IBD031647,"Security Operatives vs Hoodlums, Imo",2025-02-02,2025-02-02,35
IBD031637,"Assailant vs Man, Oyo",2025-02-02,2025-02-02,1
IBD031650,"Troops vs Bandit, Taraba",2025-02-02,2025-02-02,1
IBD031638,"Inferno, Borno",2025-02-02,2025-02-02,5
IBD031635,"Herdsmen Attack, Ebonyi",2025-02-02,2025-02-02,16
IBD031644,"Security Operatives Kills 4, Kano",2025-02-02,2025-02-02,4
IBD031646,"Kidnapper Attack, Plateau",2025-02-01,2025-02-01,1
IBD031642,"Auto Crash, Ogun",2025-02-01,2025-02-01,1
IBD031633,"Auto Crash, Ondo",2025-02-01,2025-02-01,30
IBD031640,"Gunmen Attack, Taraba",2025-02-01,2025-02-01,1
IBD031643,"Assailants vs Children, Anambra",2025-02-01,2025-02-01,3
IBD031665,"Communal Clash, Nasarawa",2025-02-01,2025-02-01,2
IBD031662,"Security Operatives vs Drivers, Anambra",2025-01-31,2025-01-31,8
IBD031628,"Auto Crash, Anambra",2025-01-31,2025-01-31,4
IBD031657,"CSO and Son, Rivers",2025-01-31,2025-01-31,2
IBD031636,"Man Drowns, Oyo",2025-01-31,2025-01-31,1
IBD031634,"Cult Clash, Rivers",2025-01-31,2025-02-01,3
IBD031629,"Security Operative Kills 1, FCT (Abuja)",2025-01-31,2025-01-31,1
IBD031718,"Gunmen vs Police Officer, Yobe",2025-01-31,2025-01-31,1
IBD031630,"Gunmen Attack, Plateau",2025-01-31,2025-01-31,5
IBD031791,"Mysterious Death, Enugu",2025-01-31,2025-02-03,1
IBD031627,"Auto Crash, Lagos",2025-01-31,2025-01-31,1
IBD032000,"Inferno, Yobe",2025-01-30,2025-01-30,1
IBD031620,"Security Operatives vs Gunmen, Anambra",2025-01-30,2025-01-30,25
IBD031623,"Electricity Vandal, FCT (Abuja)",2025-01-30,2025-01-30,1
IBD031641,"Banditry, Zamfara",2025-01-30,2025-01-30,3
IBD031598,"Auto Crash, Lagos",2025-01-29,2025-01-29,1
IBD031616,"Gunmen Attack, Ogun",2025-01-29,2025-01-29,2
IBD031626,"Kidnappers Kill Mother, Son, Anambra",2025-01-29,2025-01-29,2
IBD031606,"Kidnap Victim, Niger",2025-01-28,2025-01-28,1
IBD031621,"Motorcycle Thief, FCT (Abuja)",2025-01-28,2025-01-28,1
IBD031602,"Medical Negligence, Rivers",2025-01-28,2025-01-28,1
IBD031619,"Herdsmen Attack, Ondo",2025-01-28,2025-01-28,5
IBD031611,"Childbirth Complications, Ogun",2025-01-28,2025-01-28,1
IBD031918,"Youths vs Teenager, Abia",2025-01-28,2025-01-28,1
IBD031615,"NAF vs Boko Haram, Borno",2025-01-28,2025-01-28,40
IBD031614,"Bandtiry, Katsina",2025-01-28,2025-01-28,1
IBD031609,"Bandits vs Herder, Niger",2025-01-28,2025-01-28,1
IBD031789,"Gun Kill Abducted Woman, FCT (Abuja)",2025-01-28,2025-01-28,1
IBD031632,"Youth vs Herdsmen, Delta",2025-01-28,2025-01-28,2
IBD031601,"Building Collapse, Lagos",2025-01-28,2025-01-28,3
IBD031613,"Fulani Herders vs Farmers, Delta",2025-01-28,2025-01-28,2
IBD031603,"Explosion, Ogun",2025-01-27,2025-01-27,4
IBD031624,"Ritual Killing, Delta",2025-01-27,2025-01-27,2
IBD031617,"Security Operative vs Gunmen, Anambra",2025-01-27,2025-01-27,6
IBD031724,"Police vs Youths, Benue",2025-01-27,2025-01-27,2
IBD031671,"Corpse Found, Niger",2025-01-27,2025-01-27,1
IBD031596,"Robbers Kill Motorist, FCT (Abuja)",2025-01-26,2025-01-26,1
IBD031592,"Auto Crash, Edo",2025-01-26,2025-01-26,3
IBD031593,"Mining Explosion, Niger",2025-01-26,2025-01-26,25
IBD031605,"Domestic Violence, Kaduna",2025-01-26,2025-01-26,1
IBD031597,"Assailants vs Woman, Anambra",2025-01-26,2025-01-26,1
IBD031622,"Flood Disaster, Kwara",2025-01-25,2025-01-25,1
IBD031586,"Auto Crash, Enugu",2025-01-25,2025-01-25,19
IBD031604,"Gunmen Attack, Kogi",2025-01-25,2025-01-25,1
IBD031594,"Drown, Kano",2025-01-25,2025-01-25,1
IBD031588,"Auto Crash, Oyo",2025-01-25,2025-01-25,1
IBD031610,"Police vs Kidnappers, Ogun",2025-01-25,2025-01-25,5
IBD031600,"Boko Haram vs Soldiers, Borno",2025-01-24,2025-01-24,20
IBD031587,"Police vs IPOB Members, Imo",2025-01-24,2025-01-24,8
IBD031589,"Assassins Kill Professor, Delta",2025-01-24,2025-01-24,1
IBD031583,"Banditry, Kaduna",2025-01-23,2025-01-23,1
IBD031607,"Gunmen Attack, Anambra",2025-01-23,2025-01-23,1
IBD031722,"Hoodlums Kill NYSC Member, Plateau",2025-01-23,2025-01-23,1
IBD031576,"Police vs Kidnappers, Lagos",2025-01-23,2025-01-23,3
IBD031577,"Domestic Violence, Abia",2025-01-22,2025-01-22,1
IBD031653,"Gunmen Attack, Kaduna",2025-01-22,2025-01-22,2
IBD031573,"Inferno, Ondo",2025-01-22,2025-01-22,2
IBD031569,"Husband vs Wife, Anambra",2025-01-22,2025-01-22,1
IBD031595,"Undergraduate Student, Osun",2025-01-22,2025-01-22,1
IBD031544,"Bandits vs Boko Haram, Niger",2025-01-22,2025-01-22,20
IBD031579,"Army Kill Wanted Terrorist, Plateau",2025-01-22,2025-01-22,1
IBD031564,"Tanker Accident, Oyo",2025-01-22,2025-01-23,1
IBD031572,"Auto Crash, Kwara",2025-01-22,2025-01-22,14
IBD031574,"Auto Crash, Ebonyi",2025-01-22,2025-01-22,2
IBD031580,"Boko Haram vs Fishermen,Borno",2025-01-22,2025-01-22,20
IBD031575,"Gunmen vs Lawyer, Imo",2025-01-22,2025-01-22,1
IBD031735,"Medical Negligence, Imo",2025-01-21,2025-01-21,1
IBD031562,"Boko Haram/ISWAP IED Explosion, Borno",2025-01-21,2025-01-21,1
IBD031582,"NAF vs Terrorists, Niger",2025-01-21,2025-01-21,52
IBD031655,"Inferno, Kano",2025-01-21,2025-01-21,6
IBD031561,"Auto Crash, Ogun",2025-01-21,2025-01-21,1
IBD031570,"Soldiers vs Bandits, Kebbi",2025-01-21,2025-01-22,2
IBD031571,"Hoodlums Kill Herder, FCT (Abuja)",2025-01-21,2025-01-21,1
IBD031568,"Man Dies Inside Well, Kano",2025-01-21,2025-01-21,1
IBD031691,"Domestic Violence/Inferno, Anambra",2025-01-21,2025-01-21,1
IBD031688,"Police vs Bandits, Katsina",2025-01-21,2025-01-21,11
IBD031784,"Stone to Death, Ogun",2025-01-20,2025-01-20,1
IBD031566,"Soldiers vs Bandits, Sokoto",2025-01-20,2025-01-21,12
IBD031563,"Market Robbery, Yobe",2025-01-20,2025-01-20,9
IBD031567,"Soldiers vs Bandits, Zamfara",2025-01-20,2025-01-21,12
IBD031551,"Auto Crash, Ogun",2025-01-20,2025-01-20,5
IBD031553,"Boat Mishap, Rivers",2025-01-20,2025-01-20,3
IBD031773,"Auto Crash, FCT (Abuja)",2025-01-20,2025-01-20,1
IBD031558,"Police vs Kidnapper, Adamawa",2025-01-19,2025-01-19,1
IBD031540,"Gunmen Kill Prophet, Ogun",2025-01-19,2025-01-19,1
IBD031552,"Auto Crash, Ogun",2025-01-19,2025-01-19,1
IBD031549,"Cultist, Ondo",2025-01-19,2025-01-19,1
IBD031541,"Communal Clash, Ebonyi",2025-01-18,2025-01-18,1
IBD031556,"Police vs Bandits, Kogi",2025-01-18,2025-01-18,1
IBD031538,"Auto Crash, Niger",2025-01-18,2025-01-18,98
IBD031590,"Wedding Guest, Niger",2025-01-18,2025-01-18,1
IBD031548,"Banditry, Katsina",2025-01-18,2025-01-18,7
IBD031543,"Drowns, Ekiti",2025-01-17,2025-01-17,2
IBD031530,"Land Dispute, Ondo",2025-01-17,2025-01-17,5
IBD031546,"EFCC Operative, Anambra",2025-01-17,2025-01-17,1
IBD031542,"Assailant vs Woman, Ogun",2025-01-17,2025-01-17,1
IBD031537,"Cult Clash, Bayelsa",2025-01-17,2025-01-17,1
IBD031536,"Assailant Kills Two, Delta",2025-01-17,2025-01-17,3
IBD031547,"Troops vs Bandits, Zamfara",2025-01-17,2025-01-17,20
IBD031526,"Miliatry vs Lakurawa, Sokoto",2025-01-16,2025-01-16,11
IBD031560,"Sex Romp, FCT (Abuja)",2025-01-16,2025-01-16,1
IBD031535,"Footballer Slumps, Dies, Ogun",2025-01-16,2025-01-16,1
IBD031872,"Ritual Killing, Lagos",2025-01-16,2025-01-16,1
IBD031529,"Auto Crash, Benue",2025-01-16,2025-01-16,10
IBD031591,"Boko Haram vs Soldiers, Borno",2025-01-16,2025-01-16,94
IBD031528,"Communual Clash, Osun",2025-01-16,2025-01-16,1
IBD031545,"Man Kills Inlaw, Imo",2025-01-16,2025-01-16,1
IBD031531,"Fire Incident, FCT (Abuja)",2025-01-16,2025-01-16,1
IBD031532,"Drowns, Lagos",2025-01-15,2025-01-15,1
IBD031521,"Auto Crash, Lagos",2025-01-15,2025-01-15,1
IBD031518,"Cult Killing, Akwa Ibom",2025-01-15,2025-01-15,1
IBD031585,"Decomposing Body, Benue",2025-01-15,2025-01-15,1
IBD031527,"Bandits Kill Medical Doctor, Katsina",2025-01-14,2025-01-14,1
IBD031513,"Auto Crash, Oyo",2025-01-14,2025-01-14,1
IBD031565,"Boy Shot Dead, Kebbi",2025-01-14,2025-01-14,1
IBD031522,"Security Operatives vs Gunmen, Anambra",2025-01-14,2025-01-14,5
IBD031524,"Auto Crash, Ondo",2025-01-14,2025-01-14,4
IBD031508,"Auto Crash, Kogi",2025-01-14,2025-01-14,6
IBD031519,"Cultists vs Vigilante, Rivers",2025-01-14,2025-01-14,1
IBD031514,"Kidnapper vs Banker, Anambra",2025-01-14,2025-01-14,1
IBD031523,"Boko Haram vs Security Operatives, Borno",2025-01-14,2025-01-14,50
IBD031520,"Troops vs Terrorists, Kebbi",2025-01-14,2025-01-14,20
IBD031525,"Hoodlums vs Cyclist, FCT (Abuja)",2025-01-14,2025-01-14,1
IBD031505,"Fire Outbreak, Rivers",2025-01-13,2025-01-13,1
IBD031507,"Auto Crash, Rivers",2025-01-13,2025-01-13,2
IBD031517,"Auto Crash, Niger",2025-01-13,2025-01-13,8
IBD031509,"Auto Crash, FCT (Abuja)",2025-01-13,2025-01-13,2
IBD031511,"Man Kill Father, Delta",2025-01-13,2025-01-13,1
IBD031496,"Armed Robbers vs Man, Oyo",2025-01-13,2025-01-13,1
IBD031510,"Man vs Police Officer, Kano",2025-01-13,2025-01-13,1
IBD031485,"Boko Haram Attack, Borno",2025-01-12,2025-01-12,2
IBD031500,"Communal Clash, Ondo",2025-01-12,2025-01-12,2
IBD031515,"Lovers vs Foreigner, Ogun",2025-01-12,2025-01-12,1
IBD031489,"Domestic Violence, Ogun",2025-01-12,2025-01-12,1
IBD031497,"Boko Haram vs Farmers, Borno",2025-01-12,2025-01-12,40
PAR012735,"Lovers vs Foreigner, Ogun",2025-01-12,2025-01-12,1
IBD031495,"Facebook Lover, Lagos",2025-01-12,2025-01-12,1
IBD031503,"Auto Crash, Sokoto",2025-01-12,2025-01-12,6
IBD031499,"Domestic Violence, Nasarawa",2025-01-12,2025-01-12,1
IBD031501,"Auto Crash, Plateau",2025-01-11,2025-01-11,19
IBD031777,"Military Airstrike, Zamfara",2025-01-11,2025-01-11,16
IBD031482,"Auto Crash, Lagos",2025-01-11,2025-01-11,2
IBD031493,"Herders Kill 9, Nasarawa",2025-01-11,2025-01-11,8
IBD031492,"Well Digger Dies, Ogun",2025-01-11,2025-01-11,1
IBD031504,"Kidnappers Kill Vigilante, Lagos",2025-01-11,2025-01-11,1
IBD031484,"Domestic Violence, Ondo",2025-01-11,2025-01-11,1
IBD031506,"Hoodlums vs Motorcyclist, FCT (Abuja)",2025-01-11,2025-01-11,1
IBD031550,"Kidnappers vs Teenager, Katsina",2025-01-11,2025-01-11,1
IBD031488,"Herdsmen/Kidnappers Kill Victim, Benue",2025-01-11,2025-01-11,1
IBD031491,"Auto Crash, Osun",2025-01-11,2025-01-11,1
IBD031494,"Fulani Herdsmen Attack, FCT (Abuja)",2025-01-11,2025-01-11,1
IBD031476,"Sex Worker vs Barman, Adamawa",2025-01-10,2025-01-10,1
IBD031479,"Terrorists Kill Airtel Staff, Kebbi",2025-01-10,2025-01-10,3
IBD031486,"Banditry, Zamfara",2025-01-10,2025-01-10,29
IBD031599,"Kidnapper Killed Man, Jigawa",2025-01-10,2025-01-10,1
IBD031480,"Armed Robbers vs Uber Driver, Lagos",2025-01-09,2025-01-09,1
PAR012723,"Auto Crash, Kaduna",2025-01-09,2025-01-09,10
IBD031554,"Fraudsters Kill Girl, Delta",2025-01-09,2025-01-09,1
IBD031481,"Well Digger, Kano",2025-01-09,2025-01-09,1
IBD031472,"Auto Crash, Lagos",2025-01-09,2025-01-09,1
IBD031475,"Communal Clash, Jigawa",2025-01-09,2025-01-09,10
IBD031464,"Ticketers vs Okada Riders, Ekiti",2025-01-09,2025-01-09,1
IBD031471,"Auto Crash, Ogun",2025-01-09,2025-01-09,1
PAR012733,"Auto Crash, Ogun",2025-01-08,2025-01-08,1
PAR012728,"Auto Crash, Oyo",2025-01-08,2025-01-08,2
PAR012732,"Auto Crash, Lagos",2025-01-08,2025-01-08,1
IBD031470,"Cult Killing, Bayelsa",2025-01-08,2025-01-08,3
IBD031467,"Boko Haram vs Policemen, Borno",2025-01-08,2025-01-08,2
IBD031469,"Banditry, Kaduna",2025-01-08,2025-01-08,2
IBD031468,"Inferno, FCT (Abuja)",2025-01-08,2025-01-08,2
IBD031498,"Corpse Found, Plateau",2025-01-08,2025-01-08,1
IBD031466,"Security Operatives vs Bandit, Katsina",2025-01-08,2025-01-08,20
IBD031462,"Police Kill Bandits, Sokoto",2025-01-08,2025-01-08,1
IBD031453,"Auto Crash, Lagos",2025-01-07,2025-01-07,1
IBD031474,"Cult Killing, Ogun",2025-01-07,2025-01-07,1
IBD031452,"Auto Crash, Oyo",2025-01-07,2025-01-07,3
IBD031478,"NAF Airstrikes, Katsina",2025-01-07,2025-01-07,28
PAR012734,"Communal Clash, Ebonyi",2025-01-07,2025-01-07,10
IBD031463,"Auto Crash, Delta",2025-01-07,2025-01-07,5
IBD031465,"Banditry, Katsina",2025-01-07,2025-01-07,24
IBD031533,"Soldiers vs Terrorists, Sokoto",2025-01-07,2025-01-07,5
IBD031444,"Fire Incident, Sokoto",2025-01-06,2025-01-06,4
PAR012730,"Pastor, FCT (Abuja)",2025-01-06,2025-01-06,1
IBD031447,"Electrician Dies, Ogun",2025-01-06,2025-01-06,1
IBD031445,"IED Explosion Kills 2, FCT (Abuja)",2025-01-06,2025-01-06,2
PAR012727,"Electrocution, Delta",2025-01-06,2025-01-06,1
IBD031448,"Domestic Violence, Anambra",2025-01-06,2025-01-06,1
IBD031446,"Army vs Kidnappers, Rivers",2025-01-06,2025-01-06,2
IBD031450,"ISWAP vs Army, Borno",2025-01-05,2025-01-05,23
IBD031451,"Hoodlums vs Vigilante, Niger",2025-01-05,2025-01-05,1
IBD031443,"Cult Clash, Ondo",2025-01-05,2025-01-05,6
IBD031776,"Military vs Boko Haram, Borno",2025-01-05,2025-01-05,30
PAR012729,"Gunmen Attacks, Imo",2025-01-05,2025-01-05,18
IBD031775,"Gunmen Attack, Imo",2025-01-05,2025-01-05,18
IBD031439,"Tanker Explosion, Delta",2025-01-05,2025-01-05,5
IBD031502,"Female Corpse Discovered, Delta",2025-01-05,2025-01-05,1
IBD031456,"Gas Explosion, Rivers",2025-01-04,2025-01-04,4
IBD031435,"Auto Crash, Osun",2025-01-04,2025-01-04,1
IBD031441,"Banditry, Katsina",2025-01-04,2025-01-04,4
IBD031455,"Auto Crash, FCT (Abuja)",2025-01-04,2025-01-04,4
PAR012725,"Assailants vs Children, Anambra",2025-01-04,2025-01-04,3
IBD031460,"Army vs Bandits, Zamfara",2025-01-04,2025-01-04,21
IBD031449,"Security Operatives vs Bandits, Katsina",2025-01-04,2025-01-04,80
PAR012731,"Cult Clash, Lagos",2025-01-04,2025-01-06,3
IBD031437,"Police vs Kidnappers, Imo",2025-01-04,2025-01-04,2
IBD031612,"Domestic Violence, Kogi",2025-01-04,2025-01-04,1
IBD031483,"Diesel Reservoir Workers, Lagos",2025-01-04,2025-01-04,2
IBD031461,"Military vs Bandits, Zamfara",2025-01-04,2025-01-04,18
IBD031438,"Auto Crash, Bayelsa",2025-01-03,2025-01-03,1
IBD031442,"Wizardry, Ebonyi",2025-01-03,2025-01-03,1
IBD031432,"Gunmen vs Farmers, Kogi",2025-01-03,2025-01-03,2
IBD031966,"Communal Clash, Imo",2025-01-03,2025-01-03,1
PAR012721,"Auto Crash, Abia",2025-01-03,2025-01-03,2
IBD031434,"Lakurawa vs Police Officers, Kebbi",2025-01-03,2025-01-03,2
PAR012720,"Policeman Kills Woman, Ekiti",2025-01-02,2025-01-02,1
IBD031440,"Domestic Violence, Delta",2025-01-02,2025-01-02,1
PAR012722,"Wedding Guest, Jigawa",2025-01-02,2025-01-02,1
IBD031512,"Hoodlums vs Man, Akwa Ibom",2025-01-02,2025-01-02,1
IBD031788,"Assailants vs Man, Edo",2025-01-02,2025-01-02,1
IBD031433,"Farmers vs Herders, Jigawa",2025-01-02,2025-01-02,11
PAR012718,"Auto Crash, Gombe",2025-01-02,2025-01-02,7
PAR012713,"Man Kills Bishop, Osun",2025-01-02,2025-01-02,1
PAR012711,"Electrician Electrocuted, Lagos",2025-01-01,2025-01-01,1
PAR012717,"Assailants Kill Ex-Controller, Kwara",2025-01-01,2025-01-01,1
IBD031739,"Medical Negligence, Lagos",2025-01-01,2025-01-01,1
PAR012715,"Domestic Violence, Niger",2025-01-01,2025-01-01,1
PAR012710,"Catholic Priest Kills Boy, Imo",2025-01-01,2025-01-01,1
IBD031454,"Man Set Ablaze, Imo",2025-01-01,2025-01-01,1
PAR012712,"Man Kills Another, Delta",2025-01-01,2025-01-01,1
PAR012703,"Police vs Kidnappers, Benue",2024-12-31,2024-12-31,2
PAR012714,"Cult Clash, Delta",2024-12-31,2024-12-31,1
IBD031581,"Domestic Violence, Ondo",2024-12-31,2024-12-31,1
PAR012709,"Auto Crash., Lagos",2024-12-31,2024-12-31,1
PAR012706,"Chieftaincy Candidate, Bayelsa",2024-12-31,2024-12-31,1
PAR012698,"Chieftaincy Crisis, Delta",2024-12-30,2024-12-30,1
PAR012699,"Gunmen Kill 7, Anambra",2024-12-30,2024-12-30,6
PAR012704,"Banditry, Kaduna",2024-12-30,2024-12-30,3
IBD031459,"Man Stab Woman, Ogun",2024-12-30,2024-12-30,1
PAR012697,"Auto Crash, Benue",2024-12-29,2024-12-29,1
PAR012696,"Cattler Rustlers vs Herder, Ondo",2024-12-29,2024-12-29,1
PAR012702,"Gang Kill Tailor, Plateau",2024-12-29,2024-12-29,1
IBD031458,"Carnival, Ogun",2024-12-28,2024-12-28,1
PAR012693,"Auto Crash, Ondo",2024-12-28,2024-12-28,13
PAR012707,"Aurto Crash, Lagos",2024-12-28,2024-12-28,1
PAR012700,"Banditry, Kaduna",2024-12-28,2024-12-28,1
PAR012695,"Auto Crash, Ogun",2024-12-28,2024-12-28,1
PAR012701,"Man Dies Separating Fight, FCT (Abuja)",2024-12-28,2024-12-28,1
PAR012692,"DSS vs Bandits, Niger",2024-12-27,2024-12-27,3
PAR012694,"IPOB/ESN vs Soldiers, Imo",2024-12-27,2024-12-27,3
IBD031436,"Cult Clash, Lagos",2024-12-27,2024-12-27,3
PAR012685,"Gunmen Kill Catholic Reverend Father, Anambra",2024-12-26,2024-12-26,1
PAR012686,"Auto Crash, Ogun",2024-12-26,2024-12-26,4
PAR012684,"Soldiers vs Bandits, Zamfara",2024-12-26,2024-12-26,11
IBD031673,"Corpse Found, Anambra",2024-12-26,2024-12-26,1
PAR012691,"Auto Crash, Jigawa",2024-12-26,2024-12-26,1
IBD031431,"Soldiers vs Tricycle, Plateau",2024-12-26,2024-12-26,1
IBD009528,"Domestic Violence, Cross River",2024-12-25,2024-12-25,1
PAR012688,"Herdsmen Attack, Benue",2024-12-25,2024-12-25,17
IBD031896,"Gas Explosion, Niger",2024-12-25,2024-12-25,1
PAR012687,"Dock Worker, Lagos",2024-12-25,2024-12-25,1
PAR012689,"Friend Kills Colleague, Kogi",2024-12-25,2024-12-25,1
PAR012683,"NAF vs Lakurawa Terrorists, Sokoto",2024-12-25,2024-12-25,10
PAR012708,"Ritual Killing, Nasarawa",2024-12-25,2024-12-25,1
IBD031430,"Domestic Violence, Edo",2024-12-24,2024-12-24,1
PAR012719,"Witchcraft, Benue",2024-12-24,2024-12-24,1
IBD031490,"Ritual Killing, Cross River",2024-12-24,2024-12-24,1
PAR012677,"Auto Crash, Edo",2024-12-24,2024-12-24,2
PAR012679,"Electrocution, Enugu",2024-12-23,2024-12-23,1
IBD031424,"Domestic Violence, Ebonyi",2024-12-23,2024-12-23,1
PAR012680,"Auto Crash, Plateau",2024-12-23,2024-12-23,3
IBD031418,"Ritual Killing, Ogun",2024-12-22,2024-12-22,1
PAR012674,"Auto Crash, Abia",2024-12-22,2024-12-22,8
PAR012673,"Gunmen Kill 15, Plateau",2024-12-22,2024-12-22,14
IBD031421,"Soldiers vs Bandits, Kaduna",2024-12-21,2024-12-21,1
IBD031425,"Soldiers vs Kidnappers, Enugu",2024-12-21,2024-12-21,1
PAR012681,"Communal Clash, Akwa Ibom",2024-12-21,2024-12-21,1
IBD031422,"Fire Incident, Oyo",2024-12-21,2024-12-21,3
IBD031415,"10 Die in Stampede, FCT (Abuja)",2024-12-21,2024-12-21,10
PAR012678,"Gang Clash, Niger",2024-12-21,2024-12-21,1
IBD031416,"Stampede, Anambra",2024-12-21,2024-12-21,22
IBD031539,"Teenagers Beat Man to Death, Gombe",2024-12-21,2024-12-21,1
IBD031419,"Auto Crash, Ogun",2024-12-20,2024-12-20,3
IBD031809,"Extrajudicial Killing, Kwara",2024-12-20,2024-12-20,1
PAR012676,"Kidnap Victim, Plateau",2024-12-20,2024-12-20,1
IBD031417,"Man Dies In Police Custody, Kwara",2024-12-20,2024-12-20,1
IBD031405,"Auto Crash, FCT (Abuja)",2024-12-19,2024-12-19,5
PAR012690,"Soldiers vs Bandits, Katsina",2024-12-19,2024-12-19,5
PAR012682,"Murder Suspect, Niger",2024-12-19,2024-12-19,1
IBD031380,"Police vs Gunmen, Imo",2024-12-19,2024-12-19,5
IBD031413,"Auto Crash, Ondo",2024-12-19,2024-12-19,4
IBD031427,"Auto Crash, FCT (Abuja)",2024-12-19,2024-12-19,1
IBD031403,"Explosion, Niger",2024-12-19,2024-12-19,1
IBD031408,"Auto Crash, Delta",2024-12-19,2024-12-19,1
IBD031428,"Police, Vigilantes vs Herders, FCT (Abuja)",2024-12-18,2024-12-18,3
IBD031411,"NYSC Member Dies, Kebbi",2024-12-18,2024-12-18,1
IBD031406,"Assailants vs Man, Plateau",2024-12-18,2024-12-18,1
IBD031457,"Witchcraft, Plateau",2024-12-18,2024-12-18,1
IBD031399,"Children Die in Stampede, Oyo",2024-12-18,2024-12-18,34
IBD031410,"Woman Dies, Ogun",2024-12-18,2024-12-18,1
IBD031400,"Auto Crash, Lagos",2024-12-18,2024-12-18,1
IBD031429,"Banditary, Kaduna",2024-12-17,2024-12-17,2
IBD031396,"Auto Crash, Lagos",2024-12-17,2024-12-17,1
IBD031392,"Auto Crash, Lagos",2024-12-16,2024-12-16,1
IBD031398,"Gunmen vs Lecturer, Anambra",2024-12-16,2024-12-16,1
IBD031426,"Soldiers vs IPOB, Anambra",2024-12-16,2024-12-16,10
IBD031393,"Church Factional Clash, Taraba",2024-12-15,2024-12-15,3
IBD031388,"Security Operatives vs Gunmen, Imo",2024-12-15,2024-12-15,4
IBD031534,"Cab Driver, Delta",2024-12-15,2024-12-15,1
IBD031379,"Man Kills Friend, Niger",2024-12-15,2024-12-15,1
IBD031382,"Auto Crash, Lagos",2024-12-15,2024-12-15,3
IBD031395,"Armed Robbers vs Man, Bauchi",2024-12-14,2024-12-14,1
IBD031404,"Motorcycle Thieves, FCT (Abuja)",2024-12-14,2024-12-14,1
IBD031391,"Work-Related Violence, Ogun",2024-12-14,2024-12-14,1
IBD031384,"Boat Mishap, Benue",2024-12-14,2024-12-14,20
IBD031390,"Auto Crash, Lagos",2024-12-14,2024-12-14,1
IBD031381,"Auto Crash, Kogi",2024-12-13,2024-12-13,2
IBD031386,"Refrigerator Repairer, Lagos",2024-12-13,2024-12-13,1
IBD031383,"Inferno, Kano",2024-12-13,2024-12-13,2
IBD031375,"Troops vs Terrorists, Zamfara",2024-12-12,2024-12-12,2
IBD031815,"Ritual Killing, Abia",2024-12-12,2024-12-12,30
IBD031378,"Herdsmen Attack, Gombe",2024-12-12,2024-12-12,2
PAR012716,"Man Kills Prospective Inlaw, Delta",2024-12-12,2024-12-12,1
IBD031385,"Communal Clash, Benue",2024-12-12,2024-12-12,4
IBD031376,"Auto Crash, Ogun",2024-12-11,2024-12-11,1
IBD031374,"Gunmen Attack, Anambra",2024-12-11,2024-12-11,4
IBD031377,"Auto Crash, Ogun",2024-12-11,2024-12-11,1
IBD031370,"Auto Crash, Jigawa",2024-12-11,2024-12-11,6
IBD031368,"Auto Crash, Borno",2024-12-11,2024-12-11,3
IBD031371,"Driver Dies, Taraba",2024-12-11,2024-12-11,1
IBD031365,"Police vs Terrorists, Kaduna",2024-12-10,2024-12-10,1
IBD031369,"Auto Crash, Niger",2024-12-10,2024-12-10,1
IBD031361,"Governor's Sister Dies, Taraba",2024-12-10,2024-12-10,1
IBD031372,"Assailant vs Man, Kano",2024-12-10,2024-12-10,1
IBD031362,"Auto Crash, Ogun",2024-12-10,2024-12-10,1
IBD031387,"Domestic Violence, Kaduna",2024-12-10,2024-12-10,1
IBD031394,"Auto Crash, Ogun",2024-12-10,2024-12-10,1
IBD031367,"Communal Clash, Ebonyi",2024-12-10,2024-12-10,7
IBD031364,"Auto Crash, Jigawa",2024-12-09,2024-12-09,14
IBD031373,"Domestic Violence, Ogun",2024-12-09,2024-12-12,1
IBD031356,"Inferno, Kwara",2024-12-09,2024-12-09,1
IBD031358,"Security Operatives vs Armed Robber, Kebbi",2024-12-09,2024-12-09,1
IBD031353,"Mob vs Motorcycle Thief, FCT (Abuja)",2024-12-08,2024-12-08,1
